TIME_PERIOD,OBS_VALUE,indic,geo
2016-06-01,-0.6,Consumer confidence indicator,Netherlands
2016-09-01,-0.8,Consumer confidence indicator,Netherlands
2016-12-01,1.7,Consumer confidence indicator,Netherlands
2017-03-01,4.3,Consumer confidence indicator,Netherlands
2017-06-01,2.8,Consumer confidence indicator,Netherlands
2017-09-01,2.6,Consumer confidence indicator,Netherlands
2017-12-01,3.8,Consumer confidence indicator,Netherlands
2018-03-01,3.9,Consumer confidence indicator,Netherlands
2018-06-01,2.6,Consumer confidence indicator,Netherlands
2018-09-01,1.0,Consumer confidence indicator,Netherlands
2018-12-01,-4.7,Consumer confidence indicator,Netherlands
2019-03-01,-8.4,Consumer confidence indicator,Netherlands
2019-06-01,-5.7,Consumer confidence indicator,Netherlands
2019-09-01,-7.8,Consumer confidence indicator,Netherlands
2019-12-01,-7.1,Consumer confidence indicator,Netherlands
2020-03-01,-8.3,Consumer confidence indicator,Netherlands
2020-06-01,-15.4,Consumer confidence indicator,Netherlands
2020-09-01,-13.0,Consumer confidence indicator,Netherlands
2010-06-01,-9.6,Consumer confidence indicator,Poland
2010-09-01,-10.0,Consumer confidence indicator,Poland
2010-12-01,-11.4,Consumer confidence indicator,Poland
2011-03-01,-15.8,Consumer confidence indicator,Poland
2011-06-01,-14.0,Consumer confidence indicator,Poland
2011-09-01,-11.5,Consumer confidence indicator,Poland
2011-12-01,-19.9,Consumer confidence indicator,Poland
2012-03-01,-15.6,Consumer confidence indicator,Poland
2012-06-01,-18.1,Consumer confidence indicator,Poland
2012-09-01,-15.9,Consumer confidence indicator,Poland
2012-12-01,-18.1,Consumer confidence indicator,Poland
2013-03-01,-17.5,Consumer confidence indicator,Poland
2013-06-01,-13.3,Consumer confidence indicator,Poland
2013-09-01,-9.3,Consumer confidence indicator,Poland
2013-12-01,-9.6,Consumer confidence indicator,Poland
2014-03-01,-8.9,Consumer confidence indicator,Poland
2014-06-01,-6.2,Consumer confidence indicator,Poland
2014-09-01,-8.7,Consumer confidence indicator,Poland
2014-12-01,-5.8,Consumer confidence indicator,Poland
2015-03-01,-6.5,Consumer confidence indicator,Poland
2015-06-01,-5.5,Consumer confidence indicator,Poland
2015-09-01,-7.8,Consumer confidence indicator,Poland
2015-12-01,-2.1,Consumer confidence indicator,Poland
2016-03-01,-2.3,Consumer confidence indicator,Poland
2016-06-01,-1.1,Consumer confidence indicator,Poland
2016-09-01,0.1,Consumer confidence indicator,Poland
2016-12-01,-1.9,Consumer confidence indicator,Poland
2017-03-01,-1.6,Consumer confidence indicator,Poland
2017-06-01,-0.2,Consumer confidence indicator,Poland
2017-09-01,3.5,Consumer confidence indicator,Poland
2017-12-01,2.1,Consumer confidence indicator,Poland
2018-03-01,1.3,Consumer confidence indicator,Poland
2018-06-01,5.9,Consumer confidence indicator,Poland
2018-09-01,3.7,Consumer confidence indicator,Poland
2018-12-01,1.3,Consumer confidence indicator,Poland
2019-03-01,5.9,Consumer confidence indicator,Poland
2019-06-01,7.3,Consumer confidence indicator,Poland
2019-09-01,5.9,Consumer confidence indicator,Poland
2019-12-01,1.5,Consumer confidence indicator,Poland
2020-03-01,1.0,Consumer confidence indicator,Poland
2020-06-01,-15.2,Consumer confidence indicator,Poland
2020-09-01,-14.5,Consumer confidence indicator,Poland
2010-06-01,-26.9,Consumer confidence indicator,Portugal
2010-09-01,-22.5,Consumer confidence indicator,Portugal
2010-12-01,-36.2,Consumer confidence indicator,Portugal
2011-03-01,-34.9,Consumer confidence indicator,Portugal
2011-06-01,-35.9,Consumer confidence indicator,Portugal
2011-09-01,-38.8,Consumer confidence indicator,Portugal
2011-12-01,-44.3,Consumer confidence indicator,Portugal
2012-03-01,-39.5,Consumer confidence indicator,Portugal
2012-06-01,-37.4,Consumer confidence indicator,Portugal
2012-09-01,-42.3,Consumer confidence indicator,Portugal
2012-12-01,-45.4,Consumer confidence indicator,Portugal
2013-03-01,-43.2,Consumer confidence indicator,Portugal
2013-06-01,-40.4,Consumer confidence indicator,Portugal
2013-09-01,-33.4,Consumer confidence indicator,Portugal
2013-12-01,-31.0,Consumer confidence indicator,Portugal
2014-03-01,-26.0,Consumer confidence indicator,Portugal
2014-06-01,-25.0,Consumer confidence indicator,Portugal
2014-09-01,-19.9,Consumer confidence indicator,Portugal
2014-12-01,-19.8,Consumer confidence indicator,Portugal
2015-03-01,-14.5,Consumer confidence indicator,Portugal
2015-06-01,-14.6,Consumer confidence indicator,Portugal
2015-09-01,-12.7,Consumer confidence indicator,Portugal
2015-12-01,-13.7,Consumer confidence indicator,Portugal
2016-03-01,-13.0,Consumer confidence indicator,Portugal
2016-06-01,-13.3,Consumer confidence indicator,Portugal
2016-09-01,-11.7,Consumer confidence indicator,Portugal
2016-12-01,-7.8,Consumer confidence indicator,Portugal
2017-03-01,-6.7,Consumer confidence indicator,Portugal
2017-06-01,-3.0,Consumer confidence indicator,Portugal
2017-09-01,-3.1,Consumer confidence indicator,Portugal
2017-12-01,-4.3,Consumer confidence indicator,Portugal
2018-03-01,-3.4,Consumer confidence indicator,Portugal
2018-06-01,-5.0,Consumer confidence indicator,Portugal
2018-09-01,-4.0,Consumer confidence indicator,Portugal
2018-12-01,-7.1,Consumer confidence indicator,Portugal
2019-03-01,-10.7,Consumer confidence indicator,Portugal
2019-06-01,-8.4,Consumer confidence indicator,Portugal
2019-09-01,-7.3,Consumer confidence indicator,Portugal
2019-12-01,-8.6,Consumer confidence indicator,Portugal
2020-03-01,-14.3,Consumer confidence indicator,Portugal
2020-06-01,-25.2,Consumer confidence indicator,Portugal
2020-09-01,-26.4,Consumer confidence indicator,Portugal
2010-06-01,-53.5,Consumer confidence indicator,Romania
2010-09-01,-46.0,Consumer confidence indicator,Romania
2010-12-01,-45.7,Consumer confidence indicator,Romania
2011-03-01,-37.8,Consumer confidence indicator,Romania
2011-06-01,-35.6,Consumer confidence indicator,Romania
2011-09-01,-34.2,Consumer confidence indicator,Romania
2011-12-01,-33.8,Consumer confidence indicator,Romania
2012-03-01,-34.1,Consumer confidence indicator,Romania
2012-06-01,-23.9,Consumer confidence indicator,Romania
2012-09-01,-31.0,Consumer confidence indicator,Romania
2012-12-01,-25.5,Consumer confidence indicator,Romania
2013-03-01,-24.0,Consumer confidence indicator,Romania
2013-06-01,-27.0,Consumer confidence indicator,Romania
2013-09-01,-24.5,Consumer confidence indicator,Romania
2013-12-01,-24.1,Consumer confidence indicator,Romania
2014-03-01,-24.5,Consumer confidence indicator,Romania
2014-06-01,-21.4,Consumer confidence indicator,Romania
2014-09-01,-19.6,Consumer confidence indicator,Romania
2014-12-01,-10.6,Consumer confidence indicator,Romania
2015-03-01,-9.2,Consumer confidence indicator,Romania
2015-06-01,-9.0,Consumer confidence indicator,Romania
2015-09-01,-8.9,Consumer confidence indicator,Romania
2015-12-01,-10.7,Consumer confidence indicator,Romania
2016-03-01,-10.2,Consumer confidence indicator,Romania
2016-06-01,-9.0,Consumer confidence indicator,Romania
2016-09-01,-11.1,Consumer confidence indicator,Romania
2016-12-01,-7.9,Consumer confidence indicator,Romania
2017-03-01,0.1,Consumer confidence indicator,Romania
2017-06-01,-4.9,Consumer confidence indicator,Romania
2017-09-01,-5.4,Consumer confidence indicator,Romania
2017-12-01,-14.7,Consumer confidence indicator,Romania
2018-03-01,-15.3,Consumer confidence indicator,Romania
2018-06-01,-17.5,Consumer confidence indicator,Romania
2018-09-01,-10.9,Consumer confidence indicator,Romania
2018-12-01,-13.6,Consumer confidence indicator,Romania
2019-03-01,-12.3,Consumer confidence indicator,Romania
2019-06-01,-7.2,Consumer confidence indicator,Romania
2019-09-01,-9.8,Consumer confidence indicator,Romania
2019-12-01,-6.4,Consumer confidence indicator,Romania
2020-03-01,-11.9,Consumer confidence indicator,Romania
2020-06-01,-22.0,Consumer confidence indicator,Romania
2020-09-01,-16.5,Consumer confidence indicator,Romania
2010-06-01,7.0,Consumer confidence indicator,Sweden
2010-09-01,8.1,Consumer confidence indicator,Sweden
2010-12-01,5.7,Consumer confidence indicator,Sweden
2011-03-01,4.2,Consumer confidence indicator,Sweden
2011-06-01,2.8,Consumer confidence indicator,Sweden
2011-09-01,-4.3,Consumer confidence indicator,Sweden
2011-12-01,-4.0,Consumer confidence indicator,Sweden
2012-03-01,0.7,Consumer confidence indicator,Sweden
2012-06-01,-0.4,Consumer confidence indicator,Sweden
2012-09-01,-1.4,Consumer confidence indicator,Sweden
2012-12-01,-4.1,Consumer confidence indicator,Sweden
2013-03-01,1.0,Consumer confidence indicator,Sweden
2013-06-01,-0.4,Consumer confidence indicator,Sweden
2013-09-01,0.5,Consumer confidence indicator,Sweden
2013-12-01,3.2,Consumer confidence indicator,Sweden
2014-03-01,1.5,Consumer confidence indicator,Sweden
2014-06-01,2.4,Consumer confidence indicator,Sweden
2014-09-01,1.3,Consumer confidence indicator,Sweden
2014-12-01,-0.5,Consumer confidence indicator,Sweden
2015-03-01,-0.1,Consumer confidence indicator,Sweden
2015-06-01,-0.5,Consumer confidence indicator,Sweden
2015-09-01,-2.0,Consumer confidence indicator,Sweden
2015-12-01,-2.0,Consumer confidence indicator,Sweden
2016-03-01,-0.6,Consumer confidence indicator,Sweden
2016-06-01,-1.2,Consumer confidence indicator,Sweden
2016-09-01,0.4,Consumer confidence indicator,Sweden
2016-12-01,0.4,Consumer confidence indicator,Sweden
2017-03-01,1.1,Consumer confidence indicator,Sweden
2017-06-01,0.5,Consumer confidence indicator,Sweden
2017-09-01,0.0,Consumer confidence indicator,Sweden
2017-12-01,0.8,Consumer confidence indicator,Sweden
2018-03-01,0.3,Consumer confidence indicator,Sweden
2018-06-01,-2.0,Consumer confidence indicator,Sweden
2018-09-01,1.3,Consumer confidence indicator,Sweden
2018-12-01,-2.3,Consumer confidence indicator,Sweden
2019-03-01,-2.1,Consumer confidence indicator,Sweden
2019-06-01,-3.6,Consumer confidence indicator,Sweden
2019-09-01,-4.3,Consumer confidence indicator,Sweden
2019-12-01,-2.5,Consumer confidence indicator,Sweden
2020-03-01,-4.5,Consumer confidence indicator,Sweden
2020-06-01,-3.0,Consumer confidence indicator,Sweden
2020-09-01,1.6,Consumer confidence indicator,Sweden
2010-06-01,-26.5,Consumer confidence indicator,Slovenia
2010-09-01,-29.1,Consumer confidence indicator,Slovenia
2010-12-01,-29.3,Consumer confidence indicator,Slovenia
2011-03-01,-32.0,Consumer confidence indicator,Slovenia
2011-06-01,-27.5,Consumer confidence indicator,Slovenia
2011-09-01,-26.7,Consumer confidence indicator,Slovenia
2011-12-01,-27.6,Consumer confidence indicator,Slovenia
2012-03-01,-31.5,Consumer confidence indicator,Slovenia
2012-06-01,-39.2,Consumer confidence indicator,Slovenia
2012-09-01,-43.1,Consumer confidence indicator,Slovenia
2012-12-01,-37.8,Consumer confidence indicator,Slovenia
2013-03-01,-31.6,Consumer confidence indicator,Slovenia
2013-06-01,-37.3,Consumer confidence indicator,Slovenia
2013-09-01,-35.9,Consumer confidence indicator,Slovenia
2013-12-01,-33.7,Consumer confidence indicator,Slovenia
2014-03-01,-28.6,Consumer confidence indicator,Slovenia
2014-06-01,-25.0,Consumer confidence indicator,Slovenia
2014-09-01,-20.7,Consumer confidence indicator,Slovenia
2014-12-01,-20.3,Consumer confidence indicator,Slovenia
2015-03-01,-18.4,Consumer confidence indicator,Slovenia
2015-06-01,-14.0,Consumer confidence indicator,Slovenia
2015-09-01,-14.8,Consumer confidence indicator,Slovenia
2015-12-01,-14.2,Consumer confidence indicator,Slovenia
2016-03-01,-19.0,Consumer confidence indicator,Slovenia
2016-06-01,-19.0,Consumer confidence indicator,Slovenia
2016-09-01,-16.7,Consumer confidence indicator,Slovenia
2016-12-01,-13.3,Consumer confidence indicator,Slovenia
2017-03-01,-11.3,Consumer confidence indicator,Slovenia
2017-06-01,-9.2,Consumer confidence indicator,Slovenia
2017-09-01,-7.5,Consumer confidence indicator,Slovenia
2017-12-01,-5.6,Consumer confidence indicator,Slovenia
2018-03-01,-6.1,Consumer confidence indicator,Slovenia
2018-06-01,-4.3,Consumer confidence indicator,Slovenia
2018-09-01,-10.7,Consumer confidence indicator,Slovenia
2018-12-01,-8.3,Consumer confidence indicator,Slovenia
2019-03-01,-8.7,Consumer confidence indicator,Slovenia
2019-06-01,-8.4,Consumer confidence indicator,Slovenia
2019-09-01,-11.3,Consumer confidence indicator,Slovenia
2019-12-01,-14.1,Consumer confidence indicator,Slovenia
2020-03-01,-16.5,Consumer confidence indicator,Slovenia
2020-06-01,-30.2,Consumer confidence indicator,Slovenia
2020-09-01,-25.0,Consumer confidence indicator,Slovenia
2010-06-01,-19.4,Consumer confidence indicator,Slovakia
2010-09-01,-21.5,Consumer confidence indicator,Slovakia
2010-12-01,-23.0,Consumer confidence indicator,Slovakia
2011-03-01,-30.0,Consumer confidence indicator,Slovakia
2011-06-01,-27.1,Consumer confidence indicator,Slovakia
2011-09-01,-25.5,Consumer confidence indicator,Slovakia
2011-12-01,-36.6,Consumer confidence indicator,Slovakia
2012-03-01,-30.2,Consumer confidence indicator,Slovakia
2012-06-01,-24.6,Consumer confidence indicator,Slovakia
2012-09-01,-29.8,Consumer confidence indicator,Slovakia
2012-12-01,-32.6,Consumer confidence indicator,Slovakia
2013-03-01,-26.6,Consumer confidence indicator,Slovakia
2013-06-01,-25.9,Consumer confidence indicator,Slovakia
2013-09-01,-21.5,Consumer confidence indicator,Slovakia
2013-12-01,-18.4,Consumer confidence indicator,Slovakia
2014-03-01,-15.1,Consumer confidence indicator,Slovakia
2014-06-01,-14.2,Consumer confidence indicator,Slovakia
2014-09-01,-15.7,Consumer confidence indicator,Slovakia
2014-12-01,-12.0,Consumer confidence indicator,Slovakia
2015-03-01,-9.3,Consumer confidence indicator,Slovakia
2015-06-01,-12.2,Consumer confidence indicator,Slovakia
2015-09-01,-12.2,Consumer confidence indicator,Slovakia
2015-12-01,-9.9,Consumer confidence indicator,Slovakia
2016-03-01,-10.4,Consumer confidence indicator,Slovakia
2016-06-01,-9.3,Consumer confidence indicator,Slovakia
2016-09-01,-8.4,Consumer confidence indicator,Slovakia
2016-12-01,-6.0,Consumer confidence indicator,Slovakia
2017-03-01,-8.7,Consumer confidence indicator,Slovakia
2017-06-01,-9.2,Consumer confidence indicator,Slovakia
2017-09-01,-7.9,Consumer confidence indicator,Slovakia
2017-12-01,-7.5,Consumer confidence indicator,Slovakia
2018-03-01,-9.3,Consumer confidence indicator,Slovakia
2018-06-01,-9.9,Consumer confidence indicator,Slovakia
2018-09-01,-8.7,Consumer confidence indicator,Slovakia
2018-12-01,-6.8,Consumer confidence indicator,Slovakia
2019-03-01,-8.6,Consumer confidence indicator,Slovakia
2019-06-01,-7.2,Consumer confidence indicator,Slovakia
2019-09-01,-9.1,Consumer confidence indicator,Slovakia
2019-12-01,-9.1,Consumer confidence indicator,Slovakia
2020-03-01,-7.9,Consumer confidence indicator,Slovakia
2020-06-01,-26.9,Consumer confidence indicator,Slovakia
2020-09-01,-20.6,Consumer confidence indicator,Slovakia
2010-06-01,-1.6,Industrial confidence indicator,Austria
2010-09-01,-3.4,Industrial confidence indicator,Austria
2010-12-01,-1.1,Industrial confidence indicator,Austria
2011-03-01,0.0,Industrial confidence indicator,Austria
2011-06-01,-2.4,Industrial confidence indicator,Austria
2011-09-01,-7.0,Industrial confidence indicator,Austria
2011-12-01,-5.8,Industrial confidence indicator,Austria
2012-03-01,-4.6,Industrial confidence indicator,Austria
2012-06-01,-6.6,Industrial confidence indicator,Austria
2012-09-01,-8.9,Industrial confidence indicator,Austria
2012-12-01,-13.1,Industrial confidence indicator,Austria
2013-03-01,-8.2,Industrial confidence indicator,Austria
2013-06-01,-10.9,Industrial confidence indicator,Austria
2013-09-01,-5.9,Industrial confidence indicator,Austria
2013-12-01,-4.4,Industrial confidence indicator,Austria
2014-03-01,-2.3,Industrial confidence indicator,Austria
2014-06-01,-5.2,Industrial confidence indicator,Austria
2014-09-01,-8.5,Industrial confidence indicator,Austria
2014-12-01,-9.4,Industrial confidence indicator,Austria
2015-03-01,-7.9,Industrial confidence indicator,Austria
2015-06-01,-8.8,Industrial confidence indicator,Austria
2015-09-01,-5.8,Industrial confidence indicator,Austria
2015-12-01,-2.8,Industrial confidence indicator,Austria
2016-03-01,-8.1,Industrial confidence indicator,Austria
2016-06-01,-7.2,Industrial confidence indicator,Austria
2016-09-01,-2.7,Industrial confidence indicator,Austria
2016-12-01,-1.7,Industrial confidence indicator,Austria
2017-03-01,3.1,Industrial confidence indicator,Austria
2017-06-01,4.3,Industrial confidence indicator,Austria
2017-09-01,7.2,Industrial confidence indicator,Austria
2017-12-01,13.6,Industrial confidence indicator,Austria
2018-03-01,11.7,Industrial confidence indicator,Austria
2018-06-01,7.0,Industrial confidence indicator,Austria
2018-09-01,7.2,Industrial confidence indicator,Austria
2018-12-01,2.3,Industrial confidence indicator,Austria
2019-03-01,-6.0,Industrial confidence indicator,Austria
2019-06-01,-7.6,Industrial confidence indicator,Austria
2019-09-01,-2.5,Industrial confidence indicator,Austria
2019-12-01,-6.3,Industrial confidence indicator,Austria
2020-03-01,-11.5,Industrial confidence indicator,Austria
2020-06-01,-21.8,Industrial confidence indicator,Austria
2020-09-01,-13.6,Industrial confidence indicator,Austria
2010-06-01,-8.4,Industrial confidence indicator,Belgium
2010-09-01,-4.4,Industrial confidence indicator,Belgium
2010-12-01,-0.6,Industrial confidence indicator,Belgium
2011-03-01,1.8,Industrial confidence indicator,Belgium
2011-06-01,-3.8,Industrial confidence indicator,Belgium
2011-09-01,-13.1,Industrial confidence indicator,Belgium
2011-12-01,-15.8,Industrial confidence indicator,Belgium
